name,description,retired,uuid
"Ward 2A","Ward ",0,ba215b04-8d80-11d8-abbb-0024217bb78e
"Ward 2B",Ward,0,ba215bfe-8d80-11d8-abbb-0024217bb78e
"ART clinic","Specialist clinic",0,ba215cf8-8d80-11d8-abbb-0024217bb78e
"STI clinic","Specialist clinic",0,ba215df2-8d80-11d8-abbb-0024217bb78e
"Dermatology clinic","Specialist clinic",0,ba215ee2-8d80-11d8-abbb-0024217bb78e
"Dental clinic","Specialist clinic",0,ba215fdc-8d80-11d8-abbb-0024217bb78e
"Opthalmology clinic","Specialist clinic",0,ba2160d6-8d80-11d8-abbb-0024217bb78e
"Surgical clinic","Specialist clinic",0,ba216914-8d80-11d8-abbb-0024217bb78e
"ENT clinic","Specialist clinic",0,ba216a0e-8d80-11d8-abbb-0024217bb78e
"Orthopedic clinic","Specialist clinic",0,ba216afe-8d80-11d8-abbb-0024217bb78e
"Breast clinic","specialist clinic",0,ba216bf8-8d80-11d8-abbb-0024217bb78e
"Chest clinic","Specialist clinic",0,ba216cf2-8d80-11d8-abbb-0024217bb78e
"Diabetic clinic","Specialists clinic",0,ba216dec-8d80-11d8-abbb-0024217bb78e
"Hypertension clinic","Specialists clinic",0,ba216ee6-8d80-11d8-abbb-0024217bb78e
"General medical","Specialists clinic",0,ba216fe0-8d80-11d8-abbb-0024217bb78e
"Psychiatry clinic","Specialist clinic",0,ba2170da-8d80-11d8-abbb-0024217bb78e
Gynaecology,"Specialists clinic",0,ba2171ca-8d80-11d8-abbb-0024217bb78e
"Antenatal clinic","Specialists clinic",0,ba2172c4-8d80-11d8-abbb-0024217bb78e
"Tiyanjane clinic","Specialists clinic",0,ba2173b4-8d80-11d8-abbb-0024217bb78e
"Family planning clinic","Specialists clinic",0,ba2174ae-8d80-11d8-abbb-0024217bb78e
"Other Specialist clinic","Specialists clinic",0,ba21f906-8d80-11d8-abbb-0024217bb78e
"Machinjiri Health Centre","Health Centre , Public Health Facility",0,ba21fa14-8d80-11d8-abbb-0024217bb78e
"Other Health Centres","Health Centre , Public Health Facility",0,ba21fb0e-8d80-11d8-abbb-0024217bb78e
"Other Private Health facilities","Health Centre , Private Health Facility",0,ba21fc08-8d80-11d8-abbb-0024217bb78e
"Other wards",Ward,0,ba21fd02-8d80-11d8-abbb-0024217bb78e
"Chalasa Village","Village in Mtema ",0,ba21fdfc-8d80-11d8-abbb-0024217bb78e
"Mtema 1","Group Village headman in Mtema",0,ba21fef6-8d80-11d8-abbb-0024217bb78e
"Kangaroo ward","Ward where special care babies are admitted, mainly when born premature",0,ba21fff0-8d80-11d8-abbb-0024217bb78e
"Nursery ward","A ward where babies who have developed complications are admitted for special care
",0,ba2200ea-8d80-11d8-abbb-0024217bb78e
Theatre,Ward,0,ba2207d4-8d80-11d8-abbb-0024217bb78e
"High Dependency Unit (HDU)",Ward,0,ba2208ce-8d80-11d8-abbb-0024217bb78e
"Private Obstetric and Gynaecology",Ward,0,ba2209be-8d80-11d8-abbb-0024217bb78e
"Maula Prison Health Centre","Health Centre",0,ba220ac2-8d80-11d8-abbb-0024217bb78e
"Karonga Prevention Study","NCDs Research Study",0,ba220bbc-8d80-11d8-abbb-0024217bb78e
"room 1","HTC Locations",0,ba220cb6-8d80-11d8-abbb-0024217bb78e
"room 2","HTC Locations",0,ba220da6-8d80-11d8-abbb-0024217bb78e
"room 3","HTC Locations",0,ba220ea0-8d80-11d8-abbb-0024217bb78e
"Kadidi Health Centre","Health Center , Public Health Facility",0,b70c5f59-1012-4f1a-9696-2803c827b98a
"Thumbwe Health Centre","Health Centre , Public Health Facility",0,cf5e2bb8-4c31-4d15-8851-f424fc75f0a5
"Kaseye Mission Hospital","Health Centre",0,5a71556c-3ee3-4ebc-9990-0827600fafb5
"Atupele Health Centre","Health Centre",0,5d899ac6-21d7-42b0-b1b7-6d3554c32d65
"Kasoba Health Centre","Health Centre",0,11fdd9a5-9087-4f36-a3d6-ed2582680f21
"Karonga Banja La Mtsongolo Dispensary","Dispensary , Private Health Organisation (NGO/CBO)",0,bdcfcc7b-95d5-4bca-825b-f416bb308671
"Luwazi Health Centre","Health Centre",0,7694ef39-f112-4c88-bbaf-0ef5f72205f2
"Kavuzi Health Centre","Health Centre",0,390fb9e1-645d-48b2-8ad7-03f484b2a8f8
"Nkhatabay Private Clinic",Clinic,0,90c17a9b-518e-47e3-9ccf-1e1eacb5ea93
"Rumphi Banja La Mtsogolo Dispensary","Dispensary , Private Health Organisation (NGO/CBO)",0,ecb7e0bd-f0af-4bb0-bc4f-715e3ace47d4
"Mphompha Health Centre","Health Centre",0,ba2bca7a-23c3-4d5b-856c-9925f2c096bd
"Maula Health Centre (Nkhata Bay)","Health centre",0,a1b50d40-c15e-4500-b885-9c21af195b4c
"Lura Health Centre","Health Centre",0,5d9c73f2-0e15-45fd-ac30-92b56a30b812
"Chisimuka Health Centre","Health Centre",0,e6612c28-98a7-46c5-9dd7-f4c31ce2fb79
"Eva Demaya Centre","Health centre",0,dfc555de-2991-4a5f-b28d-6cc4c2ecd565
"Ng'onga Health Centre","Health Centre",0,773b77fc-842f-45dd-bb4b-0a7e377fbbc2
"Livingstonia Mission Hospital (Rumphi)","Mission / District Hospital",0,38f968d0-563b-421c-ac75-ee528d80ac36
"FPAM Clinic Mzuzu","Health centre
",0,745cdc9d-7f37-4ecd-86b7-effb43844516
"Wezi Medical Centre","Other Hospital",0,f5a997e9-4afa-4576-8489-003f1b8b81ba
"St John of God Clinic","Special / other site
",0,3c8f5e2f-4673-4610-ba6f-36d04198a71b
"ESCOM Clinic Mzuzu","Health Centre",0,b7ab9a9b-481e-4857-98a0-45aae92136b9
"MASM Medi Clinic Katoto","Special / other site
",0,51b8f61a-0429-47ee-9e86-b9113e85201a
"Manolo Health Centre","Health Centre",0,cac5f0f1-db21-4472-8882-c5b6b29e5368
"Sunrise Private Clinic","Health Centre",0,5e11ac50-40bf-45b1-8203-0286bce4ed55
"Khuyukuyu Health Centre","Health Centre",0,535d29cc-5cdf-4294-9814-0ae428a14c9b
"Dr Msachi's Clinic","Special / other site
",0,b7e02500-0cb6-4074-a039-9d42d40557cd
"Mzuzu University Clinic","Special / other site
",0,736a5f6b-3e00-4a21-93b2-5658d9abecba
"Kaweche Health Centre","Health Centre",0,ebc2b7ef-22ec-4200-865a-141c85063d06
"Care Medical Clinic","Special / other site
",0,bbd33ad7-92e1-444e-bab9-9e89bba5e06d
"Mzimba Banja La Mtsongolo Dispensary","Dispensary , Private Health Organisation (NGO/CBO)",0,f12c524c-3b99-4ac9-ba73-90c46371e45f
"Mzuzu Central Prison","Special / other site
",0,6e4e0076-a3c1-426a-8464-230884424cbd
"Moyale Barracks Health Centre","Special / other site
",0,b8d05597-a4e7-4afc-b987-47f1c8263a8d
"Mabiri Health Centre","Health centre",0,50364e28-889e-4afb-965d-9faf24dfe0ca
"Vibangala Dispensary",Dispensary,0,50f7d627-5879-42d0-8057-1a7b7eafda71
"Katimbira Health Centre","Health Centre",0,6d3f7248-85e2-4743-aa79-ef72280c884d
"FPAM Clinic Kawale","Health Centre",0,11446720-2160-470d-9893-a663df09e7a5
"Chioza Health Centre","Health centre
",0,6c915d19-c984-4160-a53e-a03cc581c9bb
"Area 36 Private Clinic","Special / other site
",0,3de849f7-d5dd-4b22-8b5a-36d09b1d92a2
"Umoyo Private Clinic","Special / other site
",0,264e23cb-8a28-469f-84a7-16cb4ad3fa64
"Bethsaida Private Hospital","Other hospital
",0,56e8168c-d576-416f-9754-510c7948b040
"The Clinic","Other hospital
",0,e4016243-6798-4fea-a2ff-70cb7f4f0f0e
"Maziko Private Clinic","Other hospital
",0,4bfe3f28-e5d2-4316-a484-cd8e6fe677f5
"MASM Area 43","Other hospital
",0,1dd6696b-811c-46af-84c9-093dcea89971
"Area 18 Medi Clinic","Other hospital
",0,22037972-7e61-4c4c-81d7-a04ea3895813
"Kachere Private Clinic","Other hospital
",0,ea6ce458-0227-4a50-b37c-01d7d3ea0c32
"Good Hope Private Clinic","Other hospital
",0,751ba9d5-ca32-493c-b3c7-895e9ad2cf85
"Auction Holdings Limited Clinic (Kanengo)","Health centre
",0,d0c795d9-761f-440c-b863-6ded10bf052c
"Kanengo Tobacco Processors Clinic","Health Centre",0,93057521-f572-4f1b-8a2a-8e63e0f62cbe
"JTI Leaf Clinic (Kanengo)","Health Centre",0,87426b0e-d0ea-4596-861b-801017793716
"Central Health Clinic (Area 47)","Health Centre",0,7edd14b6-cbbc-4756-ad9a-61db3b97bb8f
"Nkhalango Clinic","Special / other site
",0,22a71ffc-bf78-434d-88d9-84a725b2bb66
"Nyamanda Private Clinic","Special / other site
",0,193b7dfe-7131-41db-abe0-3d332fc692a5
"Achikondi Women Community Friendly Services Clinic","Special / other site
",0,5d59c61c-5d27-4c5b-a803-310e6e8a3b2d
"Tachira Private Clinic","Special / other site
",0,de971b1f-ee78-4f68-963b-7f93052aa498
"Daeyang Luke Hospital","Other hospital
",0,6ba40606-67ec-479c-b195-1cc1f506b610
"Lingadzi Private Clinic","Special / other site
",0,4761151c-280f-47d4-a9f4-f423deb1af98
"ESCOM Clinic Lilongwe","Special / other site
",0,d9285b96-7667-4ba7-8990-cfe07bf4e0e4
"Carlsberg / Sobo Clinic (Lilongwe)","Special / other site
",0,97afdca2-d3f0-45e0-8b91-9921dae76fe6
"Airwing Clinic (Lilongwe)","Health centre
",0,31040936-d376-4222-9f72-0a0fc0c0670e
"Bunda College","Health centre
",0,3553bb8c-7efa-4665-821d-2421481de6ef
"Discovery Medi Clinic","Special / other site
",0,1cd6375a-5629-47ae-937f-20941f6c5145
"Lilongwe City Assembly (Chinsapo)","Special / other site
",0,02c5a8b8-5dc1-4a48-9d88-a1f0d933d22f
"Katchale Health Centre","Health centre
",0,429d6f3f-7028-4efe-a233-49e6fd3b8693
"Limbe Leaf Tobacco Clinic (Lilongwe)","Special / other site
",0,64f9cdda-ca45-486f-8eb7-6384463062ec
"MASM Medi Clinic Lilongw","Health centre
",0,374eac35-1ade-4c5c-b68a-c82b015350c2
SSH,"Special / other site
",0,de3edd17-5fb6-4b77-84b1-a917e948e811
"Dr David Livingstone Memorial Clinic","Special / other site
",0,0642daea-ddd0-4a2d-94d5-b1b650aab64e
"Blessings Hospital","Other hospital
",0,0674952e-268d-4eee-91a1-48acd584a58e
"Mlolera Womens Clinic","Special / other site
",0,183a0823-833e-42fa-b81f-ef97e4d1282d
"City Centre Clinic (Lilongwe)","Special / other site
",0,6b98e74a-19d5-4854-9b15-3ba23e6618fa
"Kawale Medical Services","Special / other site
",0,3aeb57e7-c451-42d5-a51f-67b03e679f10
"Lilongwe Health Clinic","Special / other site
",0,7cada7b0-b577-49d1-bbbd-dcf177783fe4
"Lilongwe Private Clinic","Special / other site
",0,8f25f672-74e1-45cf-ac30-e69a7aa6cd9a
"Chiponde Health Post","Health post
",0,b8d20974-c980-40fb-a57f-2a5ec70ec443
"Diamphwi Health Centre","Health centre
",0,aa1b6470-bffc-47f0-90c2-bb56e50f91a0
"Guillime Mission Hospital","Rural / community hospital
",0,6c31964e-8e05-4af4-bed4-d37c853b6691
"Gumba Health Centre","Health centre
",0,98d1af1d-b4b9-4dab-b9ae-a100243b0a7b
"Home of Hope Clinic","Special / other site
",0,43e69517-e2fc-4903-8183-20257041d7d0
"Namizana Police Dispensary","Dispensary
",0,c99db6a5-a5dc-4080-ae6a-2c5729d6f247
"FPAM Clinic Dedza","Health centre
",0,df19b54f-4316-4c9f-bf80-8721c32fd118
"Mphati Health Centre","Health centre
",0,1a10203e-a23d-4f94-8ce3-b7c328aa6492
"Tiyese Private Maternity","Special / other site
",0,81774bb4-51b8-406e-a0ab-edd3e86a8a29
"Tsoyo Dispensary","Special / other site
",0,eb54a734-22c1-49bd-b1d4-7f64fc708b40
"Nakalazi Health Centre","Health centre
",0,ffe6c8b4-9f14-482c-aabf-f5b45b26577b
"Police College Health Centre (Mua)","Health centre
",0,d180542b-75fe-4c9b-9b43-11cf4eb26797
"Mganja Health Centre","Health centre
",0,ed7b153e-a506-4331-afc0-65d29aaee8d9
"Champiti Health Centre","Health centre
",0,79cc2532-acd4-4fee-9443-900a0317addf
"Kalimanjira Health Centre","Health centre
",0,2a21782a-38fd-4b76-a630-ac72d68ec526
"FPAM Clinic Ntcheu","Health centre
",0,689af9ed-2126-46ed-a626-f51888859cfd
"Sharpe Valley Health Centre","Special / other site
",0,eab4b53e-feb3-4238-aabc-97c07a99a8dd
"Ganya Health Centre","Health centre
",0,03d6a22b-01df-470f-b901-637129465894
"Alliance One Clinic (Lilongwe)","Special / other site
",0,2b2855f6-3813-4662-87a3-a34a75c6026d
"Lisungwi Community Hospital","Health centre
",0,d9fc3c1e-96c7-46cc-8d85-a5a1edf5cff3
"Dambe Health Centre","Health centre
",0,e0fac85d-3725-4882-b122-54fd598ee39c
"FPAM Clinic Neno","Health centre
",0,1b2d5291-261d-418e-ad1c-85472fe22d02
"Tedzani ESCOM Clinic","Dispensary
",0,5961ad2d-db75-4fa9-bf36-7f014ca33432
"Msambe Health Centre","Health centre
",0,67b9c519-a1c5-4e61-b70b-9ca2911ba6d3
"Zalewa PIH","Special / other site
",0,6bafe831-7a75-4c5d-bc76-5d44061f3531
"Tikondane Private Clinic","Special / other site
",0,6abd2018-05d6-416e-9365-8a7a4ca302a8
"Phokera Health Centre","Health centre
",0,11295981-1350-4f68-9039-453311fc465c
"Chithumba Dispensary","Special / other site
",0,17da21f5-78dc-470d-abc9-fbb38af2ad30
"Changambika Health Centre","Health centre
",0,3fb381ef-83a4-40d4-8b6f-7772cbe3de54
"Mangulenje Health Centre","Health centre
",0,0b3ce210-6c56-47b0-b033-bc0f67252df0
"Nkombedzi Health Centre","Health centre
",0,1537acd9-bcbb-40be-9982-d632dada1e0d
"Mgabu Banja La Mtsogolo Dispensary","Dispensary , Private Health Organisation (NGO/CBO)",0,dca8f876-0684-473c-90a1-5d54b056466a
"Kapichira ESCOM Clinic","Dispensary
",0,d225da17-1403-4938-b9d6-3c3ca02ed285
"Bereu Health Post","Health post
",0,205b6cd1-f712-4cf4-9de5-5cc8dac96198
"Majete (Epicenter) Health Centre","Health centre
",0,2b28cdac-3c44-4264-8902-0e772e126d11
"Chithumba Health Centre","Health centre
",0,1d7ecf51-6d62-4a11-8a00-14340cacbc2f
"Mwanza Clinic Area 3","Health centre
",0,5760b166-6383-4c0d-9744-54bd3458ffbb
"Alumenda Health Centre","Health centre
",0,7a9a847f-6a03-4833-8624-fb77d568251c
"Lengwe Health Centre","Health centre
",0,89b3e25e-7c3a-4e2a-8a36-76e89a2b7194
"Ndakwera Health Centre","Health centre
",0,5d3452a8-c552-4192-b177-69f690975d8b
"Gombe Health Centre","Health post
",0,b76c930b-f1b3-469f-8bc1-1457b0c648a8
"Nsabwe Health Centre","Dispensary
",0,ffe88211-0e42-4c9d-be7f-f383563c6b1b
"Amalika Health Centre","Health post
",0,b3060e64-04c6-4731-9cc0-bd3bc274f6a1
"Sambankhanga Health Centre","Health centre
",0,a5820daf-f21f-4810-88be-0548681d98e2
"Mianga Health Centre","Health centre
",0,993d3376-e1bf-4f57-b203-ac497cf7e21a
"Didi Health Centre","Health centre
",0,b5ce13d5-7255-4418-b96a-3850ae87e1b1
"Chisoka Health Centre","Health centre
",0,2888bf5d-f14b-4125-8dae-d933a9e34368
"Makwasa Estate Clinic","Health centre
",0,679a0fd5-209f-4c49-a7c6-7af18a7f0707
"Thunga Health Centre","Health centre
",0,43394839-4d0a-4a71-9928-c5df316b43be
"Naming'omba Health Centre","Health centre
",0,abaa8e1c-b5e7-4835-b546-dbe815d210c4
"Mchima Clinic","Health Centre",0,367d7fd9-f379-4c9a-9ab6-8ea37965fb3b
"Zoa Health Centre","Health centre
",0,976f22fc-eea3-46a7-b083-b6898b4cf861
"Satemwa Clinic","Health centre
",0,dca38e00-aa43-4180-9775-b1d641cdae1d
"Makungwa Health Centre","Health centre
",0,4c403a5a-0a7e-412d-bdd5-f566a4fa3dc0
"Lunzu DAPP Clinic","Special / other site
",0,a27dd110-3c25-40a7-8fbd-617d5bf6acb4
"Makheta Youth Organization Clinic","Special / other site
",0,8653d086-c31d-4708-b303-218ff7dfb3c8
"Dziwe Health Centre","Health centre
",0,9e1aba57-1781-4bc2-8e78-7a0db1606ff6
"St Vincent Health Centre (Chadzunda)","Health post
",0,ca5e7267-bf27-4575-a6a3-d73c32869fd3
"Chitawira Private Hospital","Other hospital
",0,efe3afa0-c7e9-4d19-9147-66ce8d2db057
"Blantyre Water Board Clinic","Special / other site
",0,9d1383a1-83ae-43b2-bb38-fae9f34ab25d
"MASM Medi Clinic Limbe","Special / other site
",0,3666232c-366b-4f37-b0b1-a61509af5614
"Carlsberg / Sobo Clinic (Blantyre)","Special / other site
",0,5cfd5bf2-c9c5-466b-b283-d2464350a9e6
"Lafarge Cement Clinic (Blantyre)","Special / other site
",0,900615a6-0d62-49ea-a0c4-b72e39ee0fef
"Pace Clinic","Special / other site
",0,e7158b60-0a9e-41f8-a9e6-1b5de8adb7c1
"Chichiri ESCOM Clinic","Special / other site
",0,20c307cc-606d-49f1-bb06-4b4b9fec7a22
"Limbe Diagnostic Centre","Special / other site
",0,cc781f3d-216a-4d19-aff3-b1999243812d
"Mtengoumodzi Private Hospital","Other hospital
",0,b5dca8c0-1391-4177-8f0e-555b9bfa6707
"Polytechnic Blantyre","Special / other site
",0,6a68e78d-3fb7-4c48-b61d-bac899316c80
"Chavala Health Centre","Health centre
",0,d5cff0e5-4359-4511-9a3d-867dd95e7626
"Blantyre Dream Project","Special / other site
",0,66aa679a-7ffd-4e90-8126-7831417229d9
"Limbe Leaf Tobacco Clinic (Limbe)","Special / other site
",0,1f56e0e2-62f4-4357-83f7-e4ef1a79b369
"Central East African Railways Clinic (Blantyre)","Special / other site
",0,518f4a45-a169-4fef-992c-2f8a8390221f
"Mwachira Private Clinic","Special / other site
",0,9628f993-cc09-421b-8683-1a9c0bb7c044
"Chichiri Prison Clinic","Health centre
",0,ba9d8216-840f-4be1-a72c-171875a64253
"Nyambadwe Private Hospital","Other hospital
",0,0513f4a8-403a-463f-95ec-ac17c7520605
"Malmed Private Clinic","Special / other site
",0,81ab4808-4f83-4bad-bb02-a65d378d31fc
"Kanjedza Police Clinic","Dispensary
",0,ddd1c18d-627e-4206-9b72-77c1fd0ccc74
"Lumbira / Mitsidi Health Centre","Health centre
",0,9b011ecd-0e3b-47f2-a834-ab73d3e7ffa7
"Sanjika Clinic","Dispensary
",0,bbd029d3-50c2-4d6c-b3e2-2fd6d517d71d
"Malabada Health Centre","Health Centre",0,f140d91e-0ee7-4b1e-80d8-64d06fab73f6
"Chilimba City Clinic","Health post
",0,8c69ea5a-ac3e-4dc7-9466-6ef206b5d85e
"Pensulo Health Centre","Health centre
",0,648edd46-20df-40ce-a49c-397e92ad111a
"Kapeni Dream Centre","Health centre
",0,395725fa-6a39-41be-8476-c98c214596c2
"Mpingo Maternity","Health centre
",0,495ec326-1f21-4d45-b192-2e04d5ca4b56
"Makata Health Centre (Lunzu)","Health Centre",0,2ce399b9-aa55-4eaf-a3f2-8e250eb84294
"Mbayani Health Centre","Health centre
",0,0c2ed617-59f2-451f-96ed-ce6603b4c9f5
"Malamulo Day Clinic","Other hospital
",0,437ab8ae-81cf-4cd0-89b4-d0bedff4f5f4
"Shifa Private Clinic","Other hospital
",0,59528fde-004f-4589-aada-8b31aa01f1ec
"El-Barakah Private Clinic","Special / other site
",0,9c7be8b6-dedb-43aa-9d79-249d3284ab39
"Merit Private Clinic","Special / other site
",0,52a9d786-6948-40fa-914e-ac32789de1c8
"Soche Adventist Health Centre","Health centre
",0,82c1b768-477e-4ed1-ae17-2dd9fae55baf
"Moyo Private Clinic (Blantyre)","Special / other site
",0,ca347829-5263-4a1a-9cd5-857d8df30c64
"Bangwe Madina Health Centre","Health centre
",0,92126eff-9b8b-43f1-80a3-08c07a5be255
"Chilomoni Private Clinic","Special / other site
",0,e29436ac-741d-44e5-a471-6d3fcf8feea6
"Kukalanga Health Centre","Health centre
",0,a1f143ab-fcc0-4fc9-a220-8043074485fa
"Comfort Clinic (Balaka)","Health centre
",0,638e356b-b66e-411d-a6cd-e024e771057e
"Balaka Dream Clinic","Special / other site
",0,32133020-4951-4bc3-8ade-6be8865ae90d
"Chimatilo Health Centre","Health centre
",0,d5f75337-8689-4943-8c5f-7a44bbc8d93c
"Namdumbo Health Centre","Health centre
",0,034e564e-4b84-4d9d-83e7-e7f7cab818d8
"Ipyana Private Maternity (Balaka)","Special / other site
",0,805960f9-b589-46cc-bd63-2a0f8dbc8ec1
"Nkhwayi Health Centre (Phalombe)","Health centre
",0,147c04b3-2b77-433a-9d85-6446b0e9f93e
"Balaka Banja La Mtsogolo Dispensary","Special / other site
",0,31ddc56c-7f5b-406e-9692-d34401b10808
"Chiringa CHAM Health Centre (Phalombe)","Health centre
",0,66b84fa0-f1c1-4453-bcdf-f61051286e37
"Mulungu Alinafe Clinic (Phalombe)","Health centre
",0,3141df97-1ea6-4d14-b8b7-cab7887a1ac0
"Nazombe Health Centre (Gogo Nazombe)","Health centre
",0,77aa604b-ffb3-46b5-9a94-a3b106b5eafb
"Chiringa Health Centre (Phalombe)","Health centre
",0,cbb37dd6-9c85-4fd2-8779-e2dc13c2b7d8
"Kalinde Health Centre (Phalombe)","Health centre
",0,51cd0e68-9bd2-4c2a-90d8-e60b859dde94
"Ruo Dispensary","Dispensary
",0,0eb3e19d-599b-45ae-b7f2-0d9153dc586a
"Thembe Health Centre (Mulanje)","Dispensary
",0,5d13365e-9ca4-4348-b792-871a95f50b2e
"Friends of Mulanje (FOMO)","Health post
",0,9ee79a79-9409-455a-9c24-3fef87d44eb1
"Minimini Dispensary (Mulanje)","Dispensary
",0,050bdd8f-e433-40e2-a0bf-b7fba87c2092
"Mkomaola Health Centre","Health centre
",0,c7875d71-5d1a-4970-80f1-2b87ba3555a1
"AHI Private Clinic (Zomba)","Special / other site",0,b4695e6c-6b2c-41ef-8b24-d98573a9e7a6
"Chancellor College Clinic","Special / other site
",0,6bb392fe-3a00-4362-8dc0-9515c2575ba0
"Changalume Barracks Clinic","Special / other site
",0,bcbeecd2-478c-4ee8-88d1-9b7faee560eb
"Chinamwali Private Clinic (Zomba)","Special / other site
",0,0bf0d065-c2ed-4d6b-b2df-7481a1f1ba29
"H. Parker Sharp Health Centre (Domasi CCAP)","Health centre
",0,252fb5c1-fdb5-4b4e-88bb-003823b479ff
"City Clinic (Zomba)","Health centre
",0,867825a1-5398-40e7-8e0d-a1516ea7c848
"Maera Health Centre (Zomba)","Health centre
",0,02c8f97b-c2eb-4a82-8314-fa4bca9187ec
"Chamba Health Centre (Zomba)","Health centre
",0,9681ae6f-83b3-4e74-8ea7-7010cf5bf27c
"Chisi Health Centre (Zomba)","Health centre
",0,5514f45f-2605-4311-b9dd-8e9c2d1f2729
"Zomba Banja La Mtsogolo Dispensary","Special / other site
",0,d328fff8-b154-4f6b-8c84-0da7339983ce
"Naisi Health Centre","Health centre
",0,33b5076f-e511-4900-9f00-4e69f8ffd972
"Sadzi Health Centre","Health centre
",0,3eca0111-040c-4a40-b536-b252d1341a95
"Mwandama Health Centre (Zomba)","Health centre
",0,0f0baa75-32ee-4a6c-8f3c-d73f8ec3ab90
"Zilindo Health Centre (Zomba)","Health centre
",0,03e998f9-01db-4d01-aa31-89c3e6509d32
"MASM Medi Clinic Zomba","Health centre
",0,8dbd5129-9b86-4602-8369-25ee4aa0b1a4
"Mmambo Health Centre (Zomba)","Health centre
",0,991dbbb1-05ed-47a1-90ed-be66850d223c
"Namadidi Health Centre (Zomba)","Health centre
",0,de9edb84-a631-47b3-9238-12345ff8040d
"Lifune Dispensary (Machinga)","Dispensary
",0,4719969f-f1f1-4a9a-ad87-c20632a53f0f
"Mangamba Health Centre (Machinga)","Health centre
",0,e6b03e8a-9884-42e7-bc45-e39961a54818
"Liwonde Medical Clinic","Special / other site
",0,1a219db6-eeac-4d77-b55d-36b113be4a2b
"Ntholowa Health Centre","Health centre
",0,19954bf7-e9bc-476e-bda0-7e9e73ef6079
"Mpondasi Health Centre (Mangochi)","Health centre
",0,9bce7726-357d-458f-ac15-3727c1046648
"Sister Martha Hospital (Mangochi)","Health centre
",0,1d1ad83a-1877-45a4-b8b3-6582a91d8e03
"Malembo Health Centre (Mangochi)","Health centre
",0,b9444c55-02ad-46c1-af8c-83d0b049a9cb
"Chiunda Health Centre (Mangochi)","Dispensary
",0,a85d7135-c96c-4bce-b959-bccf1bd689b8
"Mangochi Banja La Mtsogolo Dispensary","Special / other site
",0,441767e7-c4d0-4e36-ab3d-72a7a7f269f7
"Kapire Dream Centre (Mangochi)","Health centre
",0,60f7cabb-898b-4b52-aca5-2905da9248c7
"Mama Khadija Private Clinic (Namwera)","Health centre
",0,7149bcec-81a2-4496-90e4-330c4cdce6a5
"Malawi Army Marine Camp Hospital","Dispensary
",0,8005680f-3a26-4b9f-9644-3bc381a94f4d
"Kadango Dispensary (Mangochi)","Dispensary
",0,512a1559-1acf-4ddc-b964-f0bba1bd1a7c
"Maldeco Fisheries Clinic (Mangochi)","Special / other site
",0,afdaa0f7-7c78-4ebc-9679-8c69bfa0fa6f
"Billy Riordan Memorial Health Clinic","Health centre
",0,1eba75ab-e1c0-44f7-8745-9e548f9e5fae
"Somba Health Centre","Health centre
",0,a9adb1dc-7839-4a97-b966-dc318f8a53e2
"Malukula Health Centre (Mangochi)","Health centre
",0,5d7092ad-f3ba-43b2-ad87-66fc0041f252
"Chilonga Health Centre (Mangochi)","Health centre
",0,bd1ae587-843c-458d-9bfc-53f64fb129cf
"Lunzu Banja La Mtsogolo Dispensary","Special / other site
",0,32beb0f4-d00d-4a4f-8f36-67f2e917d805
"Providence Industrial Mission Health Centre","Health centre
",0,f62e5db5-ddbe-4053-a37f-856ae713bc15
"Akasale Private Cinic (Chiradzulu)","Special / other site
",0,ffee84ab-b58d-4006-8472-e0180ca7cf05
"Chimwawa Health Centre (Chiradzulu)","Health centre
",0,1760d8b4-8c5c-40ca-9044-c519715e9d25
"Chagunda Health Centre (Salima)","Health centre
",0,81044145-8904-498d-a38c-9bc07b16b519
"Katawa Health Centre (Salima)","Health centre
",0,c6e74642-35a0-42b0-9830-2c0061baa839
"Parachute Battalion Clinic","Dispensary
",0,0e3285c6-09e0-4a27-a381-52f5442c6634
"Chinguluwe Health Centre (Salima)","Health centre
",1,b875402b-5f35-4bc1-ac28-caf3f2a71dba
"Life Line Salima Health Centre","Health centre
",0,35708033-d1cb-413c-9b5c-b626118a203b
"Chakhadza Health Centre (Dowa)","Health centre
",0,1e2b719e-8209-4ad7-8bbd-1bf62a9f3785
"Madisi Mission Hospital","District hospital
",0,a7b4a92d-48cb-401d-a8e9-74351481187f
"Mtengowanthenga Dream Project","Special / other site
",0,87456893-88a2-49ff-b797-a3135601307d
"FPAM Clinic Dowa","Health centre
",0,83d042d3-3b59-43bb-8325-086f9e855eab
"Chizolowondo Health Centre (Dowa)","Health centre
",0,579df44a-dba1-41f3-8606-726746c7e19a
"Kasese Health Centre (Dowa)","Health centre
",0,670e9db7-8865-4122-8012-2cc205731964
"Dzaleka Health Centre","Health centre
",0,fdc348fb-d946-4427-b0ad-532510393e67
"St Theresa Health Centre (Malambo)","Health centre
",0,fec88b4f-29d4-4104-abb0-aaaf9aacce5d
"Kansonga Health Centre (Ntchisi)","Health centre
",0,5fe6e6dd-b63e-4340-a306-7f69a7d84c1e
"Nthondo Health Centre (Ntchisi)","Health centre
",0,45af783b-49fe-4b0a-827a-bcd02ebef80d
"Mdunga Health Centre (Kasungu)","Health centre
",0,9afa7f8e-7b57-427b-a422-f4e6eb53d7ad
